user,event_name,error_code
exfil_191,s3:GetObject,
user_186,ec2:DescribeInstances,None
attacker_120,s3:DeleteObject,
exfil_54,s3:GetObject,
user_239,ec2:DescribeSecurityGroups,None
user_328,lambda:ListFunctions,
attacker_257,sts:AssumeRole,AccessDenied
exfil_185,s3:GetObject,
exfil_197,s3:GetObject,
attacker_159,iam:CreateUser,AccessDenied
user_217,s3:GetObject,
user_200,sts:GetCallerIdentity,
user_168,lambda:ListFunctions,
exfil_18,s3:GetObject,
user_378,s3:GetObject,
user_36,ec2:DescribeInstances,None
exfil_28,s3:GetObject,
exfil_149,s3:GetObject,
suspicious_10,iam:PutUserPolicy,AccessDenied
exfil_74,s3:GetObject,
attacker_4,iam:AttachUserPolicy,AccessDenied
user_288,s3:GetObject,
user_350,iam:ListUsers,
exfil_126,s3:GetObject,
user_34,rds:DescribeDBInstances,
exfil_6,s3:GetObject,
suspicious_47,ec2:DescribeInstances,
exfil_0,s3:GetObject,
user_162,lambda:ListFunctions,None
user_57,cloudwatch:GetMetricData,
exfil_61,s3:GetObject,
user_287,lambda:ListFunctions,
user_195,sts:GetCallerIdentity,None
exfil_185,s3:GetObject,
user_81,s3:GetObject,None
attacker_259,iam:DeleteUser,
user_158,ec2:DescribeSecurityGroups,
user_292,ec2:DescribeInstances,None
attacker_5,sts:AssumeRole,AccessDenied
exfil_28,s3:GetObject,
attacker_273,sts:AssumeRole,AccessDenied
user_84,ec2:DescribeInstances,
user_305,cloudwatch:GetMetricData,
exfil_72,s3:GetObject,
user_324,sts:GetCallerIdentity,
suspicious_62,ec2:DescribeInstances,AccessDenied
user_16,s3:PutObject,
suspicious_88,s3:ListBucket,AccessDenied
user_253,iam:GetUser,
user_54,rds:DescribeDBInstances,
attacker_249,iam:DeleteRole,
exfil_141,s3:GetObject,
exfil_120,s3:GetObject,
user_345,ec2:DescribeSecurityGroups,None
user_319,ec2:DescribeInstances,
user_155,ec2:DescribeSecurityGroups,
user_247,s3:PutObject,
exfil_161,s3:GetObject,
exfil_128,s3:GetObject,
exfil_163,s3:GetObject,
user_330,iam:ListUsers,
attacker_122,iam:DeleteUser,
attacker_271,iam:CreateUser,AccessDenied
suspicious_91,cloudwatch:GetMetricData,
user_256,iam:GetUser,
attacker_19,s3:DeleteObject,
exfil_31,s3:GetObject,
exfil_118,s3:GetObject,
exfil_23,s3:GetObject,
attacker_190,sts:AssumeRole,AccessDenied
user_152,sts:GetCallerIdentity,None
user_380,cloudwatch:GetMetricData,
user_382,s3:PutObject,None
attacker_73,sts:AssumeRole,AccessDenied
exfil_11,s3:GetObject,
user_54,cloudwatch:GetMetricData,
user_210,logs:GetLogEvents,
attacker_122,iam:CreateUser,AccessDenied
exfil_93,s3:GetObject,
exfil_182,s3:GetObject,
user_21,iam:GetUser,
suspicious_39,cloudwatch:GetMetricData,AccessDenied
user_258,sts:GetCallerIdentity,None
exfil_136,s3:GetObject,
user_369,logs:GetLogEvents,None
exfil_48,s3:GetObject,
exfil_56,s3:GetObject,
user_69,s3:GetObject,None
exfil_130,s3:GetObject,
user_251,rds:DescribeDBInstances,
user_385,ec2:DescribeInstances,None
user_187,rds:DescribeDBInstances,
user_239,s3:GetObject,
user_392,rds:DescribeDBInstances,
user_390,cloudwatch:GetMetricData,
exfil_26,s3:GetObject,
exfil_137,s3:GetObject,
exfil_73,s3:GetObject,
exfil_25,s3:GetObject,
exfil_194,s3:GetObject,
attacker_79,s3:DeleteObject,
exfil_170,s3:GetObject,
user_65,ec2:DescribeSecurityGroups,
exfil_137,s3:GetObject,
user_221,iam:ListUsers,
user_254,sts:GetCallerIdentity,
user_161,s3:ListBucket,
exfil_163,s3:GetObject,
exfil_177,s3:GetObject,
exfil_58,s3:GetObject,
suspicious_99,ec2:DescribeSecurityGroups,AccessDenied
exfil_23,s3:GetObject,
user_53,ec2:DescribeSecurityGroups,None
attacker_104,sts:AssumeRole,AccessDenied
attacker_137,iam:CreateUser,AccessDenied
user_106,s3:ListBucket,
suspicious_74,ec2:DescribeSecurityGroups,
exfil_88,s3:GetObject,
exfil_172,s3:GetObject,
user_333,iam:GetUser,
exfil_105,s3:GetObject,
exfil_19,s3:GetObject,
user_62,s3:PutObject,
user_153,iam:GetUser,
exfil_97,s3:GetObject,
suspicious_16,s3:PutObject,AccessDenied
exfil_165,s3:GetObject,
user_179,ec2:DescribeInstances,None
user_158,sts:GetCallerIdentity,
attacker_202,iam:CreateUser,AccessDenied
user_245,sts:GetCallerIdentity,
exfil_186,s3:GetObject,
suspicious_50,ec2:DescribeSecurityGroups,AccessDenied
attacker_24,iam:DeleteUser,
attacker_210,iam:CreateUser,AccessDenied
user_112,logs:GetLogEvents,
suspicious_72,ec2:DescribeSecurityGroups,AccessDenied
exfil_59,s3:GetObject,
suspicious_31,iam:CreateUser,
exfil_6,s3:GetObject,
exfil_41,s3:GetObject,
user_317,iam:ListUsers,
exfil_155,s3:GetObject,
attacker_257,iam:AttachUserPolicy,AccessDenied
exfil_166,s3:GetObject,
user_25,s3:PutObject,
exfil_158,s3:GetObject,
attacker_66,sts:AssumeRole,AccessDenied
user_297,logs:GetLogEvents,None
exfil_17,s3:GetObject,
exfil_45,s3:GetObject,
suspicious_10,s3:ListBucket,
exfil_61,s3:GetObject,
exfil_132,s3:GetObject,
attacker_116,iam:CreateUser,AccessDenied
exfil_50,s3:GetObject,
exfil_196,s3:GetObject,
exfil_62,s3:GetObject,
user_117,ec2:DescribeSecurityGroups,
exfil_136,s3:GetObject,
exfil_64,s3:GetObject,
exfil_194,s3:GetObject,
exfil_101,s3:GetObject,
exfil_92,s3:GetObject,
user_309,iam:ListUsers,
user_60,sts:GetCallerIdentity,
exfil_38,s3:GetObject,
exfil_12,s3:GetObject,
user_222,s3:PutObject,
user_85,s3:PutObject,
attacker_225,iam:CreateUser,AccessDenied
exfil_178,s3:GetObject,
exfil_194,s3:GetObject,
exfil_197,s3:GetObject,
user_343,ec2:DescribeInstances,None
suspicious_90,ec2:DescribeSecurityGroups,AccessDenied
attacker_149,iam:AttachUserPolicy,AccessDenied
user_361,iam:GetUser,
attacker_175,sts:AssumeRole,AccessDenied
attacker_221,iam:AttachUserPolicy,AccessDenied
user_188,lambda:ListFunctions,
user_189,sts:GetCallerIdentity,
attacker_3,iam:DeleteUser,
exfil_25,s3:GetObject,
exfil_182,s3:GetObject,
user_140,iam:ListUsers,None
user_349,sts:GetCallerIdentity,
user_360,cloudwatch:GetMetricData,
user_326,logs:GetLogEvents,
user_246,s3:PutObject,
user_210,lambda:ListFunctions,None
exfil_76,s3:GetObject,
attacker_134,iam:CreateUser,AccessDenied
exfil_178,s3:GetObject,
exfil_70,s3:GetObject,
attacker_135,sts:AssumeRole,AccessDenied
attacker_83,sts:AssumeRole,AccessDenied
attacker_185,sts:AssumeRole,AccessDenied
exfil_172,s3:GetObject,
attacker_44,s3:DeleteObject,
user_30,sts:GetCallerIdentity,
user_320,rds:DescribeDBInstances,None
exfil_48,s3:GetObject,
exfil_140,s3:GetObject,
exfil_50,s3:GetObject,
user_100,s3:PutObject,
exfil_149,s3:GetObject,
user_127,rds:DescribeDBInstances,
attacker_242,iam:CreateUser,AccessDenied
attacker_255,sts:AssumeRole,AccessDenied
user_384,s3:PutObject,
exfil_103,s3:GetObject,
exfil_120,s3:GetObject,
user_69,iam:GetUser,
exfil_27,s3:GetObject,
exfil_98,s3:GetObject,
exfil_34,s3:GetObject,
user_19,ec2:DescribeSecurityGroups,
user_231,s3:GetObject,None
attacker_69,iam:CreateUser,AccessDenied
user_21,lambda:ListFunctions,None
attacker_270,iam:AttachUserPolicy,AccessDenied
exfil_156,s3:GetObject,
exfil_19,s3:GetObject,
exfil_42,s3:GetObject,
attacker_193,iam:AttachUserPolicy,AccessDenied
suspicious_53,s3:GetObject,
attacker_138,sts:AssumeRole,AccessDenied
user_122,ec2:DescribeInstances,
exfil_197,s3:GetObject,
user_192,sts:GetCallerIdentity,None
user_303,iam:GetUser,
suspicious_73,ec2:DescribeInstances,
suspicious_85,s3:PutObject,AccessDenied
exfil_171,s3:GetObject,
user_246,iam:ListUsers,
user_139,rds:DescribeDBInstances,
suspicious_96,s3:GetObject,
attacker_139,iam:DeleteRole,
exfil_34,s3:GetObject,
user_310,s3:GetObject,None
exfil_181,s3:GetObject,
user_225,iam:GetUser,None
exfil_175,s3:GetObject,
exfil_105,s3:GetObject,
exfil_192,s3:GetObject,
user_23,s3:ListBucket,
exfil_71,s3:GetObject,
user_217,logs:GetLogEvents,None
exfil_164,s3:GetObject,
attacker_83,iam:CreateUser,AccessDenied
attacker_260,sts:AssumeRole,AccessDenied
user_292,cloudwatch:GetMetricData,
exfil_146,s3:GetObject,
attacker_24,sts:AssumeRole,AccessDenied
user_1,rds:DescribeDBInstances,
user_354,ec2:DescribeInstances,
user_351,lambda:ListFunctions,
user_155,ec2:DescribeSecurityGroups,
attacker_243,iam:AttachUserPolicy,AccessDenied
attacker_140,iam:DeleteUser,
user_73,ec2:DescribeInstances,None
user_161,cloudwatch:GetMetricData,
exfil_168,s3:GetObject,
attacker_147,iam:CreateUser,AccessDenied
attacker_225,iam:DeleteRole,
user_61,ec2:DescribeSecurityGroups,
user_329,rds:DescribeDBInstances,None
exfil_154,s3:GetObject,
exfil_106,s3:GetObject,
suspicious_11,ec2:DescribeSecurityGroups,
user_279,iam:ListUsers,
exfil_109,s3:GetObject,
exfil_166,s3:GetObject,
exfil_58,s3:GetObject,
user_168,ec2:DescribeInstances,
user_204,s3:GetObject,
user_137,s3:GetObject,
user_111,s3:ListBucket,
attacker_118,iam:DeleteUser,
user_342,sts:GetCallerIdentity,
suspicious_1,ec2:DescribeSecurityGroups,AccessDenied
exfil_44,s3:GetObject,
exfil_63,s3:GetObject,
attacker_265,iam:CreateUser,AccessDenied
user_48,iam:GetUser,None
user_328,s3:GetObject,
suspicious_13,ec2:DescribeInstances,AccessDenied
user_171,iam:ListUsers,None
user_376,ec2:DescribeInstances,
user_354,s3:ListBucket,
user_90,logs:GetLogEvents,
attacker_96,iam:DeleteRole,
user_205,s3:PutObject,None
suspicious_89,ec2:DescribeInstances,AccessDenied
user_270,ec2:DescribeInstances,
user_156,lambda:ListFunctions,None
exfil_162,s3:GetObject,
user_187,ec2:DescribeInstances,None
user_94,s3:ListBucket,None
exfil_177,s3:GetObject,
user_233,rds:DescribeDBInstances,
user_288,sts:GetCallerIdentity,
exfil_147,s3:GetObject,
user_203,rds:DescribeDBInstances,
exfil_124,s3:GetObject,
attacker_106,iam:DeleteUser,
attacker_237,iam:AttachUserPolicy,AccessDenied
attacker_147,iam:DeleteRole,
user_252,sts:GetCallerIdentity,None
user_259,rds:DescribeDBInstances,
attacker_242,sts:AssumeRole,AccessDenied
exfil_46,s3:GetObject,
exfil_147,s3:GetObject,
user_297,cloudwatch:GetMetricData,
user_293,rds:DescribeDBInstances,
attacker_283,iam:DeleteRole,
user_225,ec2:DescribeInstances,
exfil_95,s3:GetObject,
exfil_166,s3:GetObject,
suspicious_45,ec2:DescribeSecurityGroups,
user_93,iam:ListUsers,
user_23,s3:ListBucket,None
user_370,ec2:DescribeInstances,
exfil_91,s3:GetObject,
exfil_22,s3:GetObject,
attacker_98,iam:CreateUser,AccessDenied
exfil_111,s3:GetObject,
user_396,iam:GetUser,None
attacker_209,iam:AttachUserPolicy,AccessDenied
user_377,s3:ListBucket,
user_136,ec2:DescribeSecurityGroups,None
user_190,iam:GetUser,None
user_240,rds:DescribeDBInstances,
user_314,iam:GetUser,
exfil_21,s3:GetObject,
suspicious_20,s3:ListBucket,
attacker_213,iam:CreateUser,AccessDenied
user_239,iam:GetUser,None
user_113,s3:PutObject,None
suspicious_34,iam:CreateUser,AccessDenied
attacker_6,s3:DeleteObject,
user_59,ec2:DescribeSecurityGroups,None
exfil_171,s3:GetObject,
attacker_289,iam:DeleteUser,
user_160,s3:ListBucket,
user_284,rds:DescribeDBInstances,
attacker_240,iam:DeleteRole,
exfil_15,s3:GetObject,
user_70,s3:ListBucket,None
exfil_148,s3:GetObject,
attacker_149,sts:AssumeRole,AccessDenied
exfil_114,s3:GetObject,
user_281,ec2:DescribeInstances,
user_313,ec2:DescribeInstances,
suspicious_27,iam:PutUserPolicy,
user_315,iam:ListUsers,
user_75,iam:ListUsers,None
user_311,iam:ListUsers,None
exfil_109,s3:GetObject,
exfil_33,s3:GetObject,
attacker_97,iam:DeleteUser,
exfil_82,s3:GetObject,
exfil_95,s3:GetObject,
user_60,s3:ListBucket,None
exfil_23,s3:GetObject,
user_158,iam:GetUser,
exfil_14,s3:GetObject,
exfil_157,s3:GetObject,
suspicious_54,iam:AttachUserPolicy,AccessDenied
user_157,s3:PutObject,None
attacker_3,iam:CreateUser,AccessDenied
exfil_50,s3:GetObject,
attacker_204,s3:DeleteObject,
user_361,s3:PutObject,
attacker_289,iam:AttachUserPolicy,AccessDenied
attacker_220,sts:AssumeRole,AccessDenied
attacker_99,s3:DeleteObject,
user_111,cloudwatch:GetMetricData,None
exfil_126,s3:GetObject,
user_384,lambda:ListFunctions,
user_251,iam:GetUser,
user_96,cloudwatch:GetMetricData,
user_41,ec2:DescribeSecurityGroups,
user_330,iam:GetUser,
attacker_158,sts:AssumeRole,AccessDenied
user_130,s3:ListBucket,
user_391,s3:ListBucket,None
attacker_64,iam:DeleteRole,
exfil_13,s3:GetObject,
suspicious_37,s3:GetObject,
user_200,s3:ListBucket,None
suspicious_24,ec2:DescribeInstances,AccessDenied
user_272,iam:GetUser,
exfil_7,s3:GetObject,
attacker_98,sts:AssumeRole,AccessDenied
user_199,s3:ListBucket,
user_64,iam:GetUser,
exfil_81,s3:GetObject,
user_84,s3:PutObject,
exfil_33,s3:GetObject,
exfil_59,s3:GetObject,
exfil_183,s3:GetObject,
exfil_144,s3:GetObject,
exfil_166,s3:GetObject,
user_123,sts:GetCallerIdentity,
exfil_90,s3:GetObject,
attacker_131,iam:AttachUserPolicy,AccessDenied
user_134,iam:GetUser,
attacker_295,sts:AssumeRole,AccessDenied
user_233,lambda:ListFunctions,
user_129,cloudwatch:GetMetricData,
exfil_26,s3:GetObject,
attacker_103,s3:DeleteObject,
user_207,cloudwatch:GetMetricData,
user_265,s3:GetObject,
user_183,s3:ListBucket,
user_214,sts:GetCallerIdentity,None
user_384,ec2:DescribeInstances,
attacker_136,iam:AttachUserPolicy,AccessDenied
user_299,ec2:DescribeInstances,
exfil_48,s3:GetObject,
attacker_92,iam:DeleteUser,
user_280,lambda:ListFunctions,
user_178,iam:ListUsers,
exfil_161,s3:GetObject,
exfil_57,s3:GetObject,
attacker_17,sts:AssumeRole,AccessDenied
exfil_84,s3:GetObject,
user_132,logs:GetLogEvents,
exfil_71,s3:GetObject,
user_309,iam:GetUser,None
user_334,logs:GetLogEvents,
user_93,ec2:DescribeInstances,
attacker_271,iam:AttachUserPolicy,AccessDenied
exfil_21,s3:GetObject,
user_382,ec2:DescribeSecurityGroups,
user_56,lambda:ListFunctions,None
user_165,s3:ListBucket,
user_108,s3:PutObject,
attacker_55,iam:DeleteRole,
exfil_192,s3:GetObject,
user_38,cloudwatch:GetMetricData,None
exfil_132,s3:GetObject,
user_181,iam:ListUsers,
attacker_92,iam:CreateUser,AccessDenied
user_304,sts:GetCallerIdentity,None
user_144,iam:ListUsers,
attacker_102,iam:DeleteRole,
exfil_186,s3:GetObject,
user_264,s3:PutObject,
exfil_48,s3:GetObject,
suspicious_98,s3:ListBucket,AccessDenied
user_243,ec2:DescribeInstances,
attacker_20,s3:DeleteObject,
user_59,iam:ListUsers,
exfil_147,s3:GetObject,
user_216,cloudwatch:GetMetricData,None
exfil_11,s3:GetObject,
user_61,s3:PutObject,None
user_131,sts:GetCallerIdentity,
attacker_264,sts:AssumeRole,AccessDenied
exfil_180,s3:GetObject,
user_399,logs:GetLogEvents,
exfil_76,s3:GetObject,
user_160,logs:GetLogEvents,None
user_305,s3:GetObject,
user_375,ec2:DescribeSecurityGroups,
user_96,ec2:DescribeSecurityGroups,
attacker_73,iam:CreateUser,AccessDenied
attacker_220,iam:AttachUserPolicy,AccessDenied
attacker_290,iam:CreateUser,AccessDenied
exfil_127,s3:GetObject,
user_37,cloudwatch:GetMetricData,
user_165,rds:DescribeDBInstances,
exfil_107,s3:GetObject,
exfil_142,s3:GetObject,
user_357,rds:DescribeDBInstances,
exfil_99,s3:GetObject,
attacker_288,iam:DeleteRole,
exfil_119,s3:GetObject,
attacker_229,s3:DeleteObject,
user_181,iam:GetUser,None
user_181,ec2:DescribeSecurityGroups,
exfil_140,s3:GetObject,
exfil_126,s3:GetObject,
user_344,iam:ListUsers,
user_31,sts:GetCallerIdentity,None
attacker_281,s3:DeleteObject,
exfil_96,s3:GetObject,
suspicious_47,iam:AttachUserPolicy,
suspicious_45,ec2:DescribeInstances,
exfil_199,s3:GetObject,
user_341,sts:GetCallerIdentity,
attacker_213,iam:DeleteUser,
user_94,cloudwatch:GetMetricData,
attacker_288,iam:CreateUser,AccessDenied
attacker_21,iam:DeleteUser,
user_394,rds:DescribeDBInstances,None
attacker_210,sts:AssumeRole,AccessDenied
user_107,rds:DescribeDBInstances,
user_359,ec2:DescribeInstances,
exfil_64,s3:GetObject,
attacker_214,s3:DeleteObject,
user_342,sts:GetCallerIdentity,
exfil_171,s3:GetObject,
attacker_25,iam:DeleteUser,
exfil_184,s3:GetObject,
user_255,cloudwatch:GetMetricData,None
exfil_157,s3:GetObject,
user_22,s3:ListBucket,None
user_311,ec2:DescribeSecurityGroups,
user_104,rds:DescribeDBInstances,None
user_184,logs:GetLogEvents,
attacker_29,iam:DeleteRole,
exfil_43,s3:GetObject,
user_96,s3:GetObject,
exfil_37,s3:GetObject,
exfil_198,s3:GetObject,
user_394,s3:GetObject,
attacker_69,iam:DeleteRole,
user_342,iam:ListUsers,
user_232,sts:GetCallerIdentity,None
attacker_107,iam:DeleteUser,
user_281,rds:DescribeDBInstances,
suspicious_18,iam:PutUserPolicy,AccessDenied
exfil_55,s3:GetObject,
exfil_191,s3:GetObject,
user_113,lambda:ListFunctions,
exfil_61,s3:GetObject,
user_160,s3:ListBucket,
user_134,s3:GetObject,
attacker_125,iam:AttachUserPolicy,AccessDenied
user_312,s3:PutObject,
attacker_81,iam:DeleteRole,
exfil_144,s3:GetObject,
user_154,rds:DescribeDBInstances,
user_372,ec2:DescribeInstances,
exfil_121,s3:GetObject,
exfil_158,s3:GetObject,
attacker_63,iam:DeleteRole,
user_135,s3:GetObject,
user_279,s3:ListBucket,
user_222,sts:GetCallerIdentity,None
user_315,rds:DescribeDBInstances,
user_327,s3:PutObject,
exfil_140,s3:GetObject,
exfil_189,s3:GetObject,
attacker_266,s3:DeleteObject,
user_364,ec2:DescribeSecurityGroups,None
attacker_207,sts:AssumeRole,AccessDenied
user_246,ec2:DescribeInstances,
attacker_200,iam:AttachUserPolicy,AccessDenied
user_298,s3:PutObject,
attacker_276,iam:CreateUser,AccessDenied
attacker_120,iam:CreateUser,AccessDenied
attacker_73,iam:AttachUserPolicy,AccessDenied
attacker_134,iam:AttachUserPolicy,AccessDenied
exfil_44,s3:GetObject,
suspicious_78,ec2:DescribeInstances,
user_292,lambda:ListFunctions,
exfil_181,s3:GetObject,
attacker_139,iam:CreateUser,AccessDenied
user_378,s3:ListBucket,
exfil_170,s3:GetObject,
user_250,rds:DescribeDBInstances,
exfil_32,s3:GetObject,
user_390,s3:PutObject,
attacker_256,iam:DeleteRole,
exfil_55,s3:GetObject,
attacker_31,iam:DeleteUser,
user_21,s3:PutObject,None
exfil_169,s3:GetObject,
user_355,ec2:DescribeSecurityGroups,
user_142,sts:GetCallerIdentity,
exfil_155,s3:GetObject,
suspicious_16,ec2:DescribeInstances,
exfil_128,s3:GetObject,
exfil_12,s3:GetObject,
user_57,ec2:DescribeSecurityGroups,
exfil_95,s3:GetObject,
user_49,ec2:DescribeInstances,None
exfil_177,s3:GetObject,
user_317,lambda:ListFunctions,
user_269,ec2:DescribeInstances,
exfil_176,s3:GetObject,
user_335,logs:GetLogEvents,
user_113,s3:ListBucket,
exfil_13,s3:GetObject,
exfil_39,s3:GetObject,
exfil_146,s3:GetObject,
exfil_89,s3:GetObject,
user_49,ec2:DescribeSecurityGroups,None
exfil_50,s3:GetObject,
user_27,iam:GetUser,
user_349,s3:GetObject,None
user_153,iam:ListUsers,
user_209,ec2:DescribeSecurityGroups,
user_30,ec2:DescribeSecurityGroups,
attacker_103,sts:AssumeRole,AccessDenied
exfil_89,s3:GetObject,
exfil_15,s3:GetObject,
user_319,s3:ListBucket,
user_156,iam:ListUsers,None
exfil_126,s3:GetObject,
exfil_178,s3:GetObject,
exfil_44,s3:GetObject,
attacker_244,iam:CreateUser,AccessDenied
exfil_25,s3:GetObject,
exfil_124,s3:GetObject,
user_99,iam:ListUsers,
exfil_170,s3:GetObject,
attacker_183,iam:AttachUserPolicy,AccessDenied
exfil_100,s3:GetObject,
exfil_103,s3:GetObject,
exfil_36,s3:GetObject,
attacker_223,iam:AttachUserPolicy,AccessDenied
user_7,logs:GetLogEvents,
exfil_9,s3:GetObject,
attacker_163,iam:DeleteRole,
user_229,cloudwatch:GetMetricData,
suspicious_61,ec2:DescribeInstances,
user_132,rds:DescribeDBInstances,
user_134,cloudwatch:GetMetricData,
user_224,rds:DescribeDBInstances,
exfil_92,s3:GetObject,
exfil_112,s3:GetObject,
user_308,lambda:ListFunctions,
exfil_199,s3:GetObject,
user_222,s3:PutObject,
suspicious_18,iam:AttachUserPolicy,
user_360,s3:PutObject,
attacker_88,sts:AssumeRole,AccessDenied
exfil_129,s3:GetObject,
exfil_38,s3:GetObject,
exfil_75,s3:GetObject,
exfil_152,s3:GetObject,
user_294,iam:ListUsers,
exfil_113,s3:GetObject,
exfil_166,s3:GetObject,
exfil_29,s3:GetObject,
exfil_191,s3:GetObject,
attacker_246,iam:DeleteRole,
exfil_169,s3:GetObject,
user_262,lambda:ListFunctions,None
user_14,cloudwatch:GetMetricData,None
user_341,sts:GetCallerIdentity,None
exfil_126,s3:GetObject,
attacker_201,iam:AttachUserPolicy,AccessDenied
exfil_68,s3:GetObject,
user_257,cloudwatch:GetMetricData,
user_299,cloudwatch:GetMetricData,None
user_112,ec2:DescribeSecurityGroups,
attacker_9,sts:AssumeRole,AccessDenied
attacker_266,iam:CreateUser,AccessDenied
user_233,s3:ListBucket,
user_136,ec2:DescribeInstances,
suspicious_39,s3:GetObject,
user_211,s3:ListBucket,
user_282,logs:GetLogEvents,
exfil_77,s3:GetObject,
attacker_236,s3:DeleteObject,
suspicious_41,cloudwatch:GetMetricData,AccessDenied
attacker_55,iam:DeleteUser,
exfil_155,s3:GetObject,
user_367,s3:ListBucket,
suspicious_90,iam:CreateUser,AccessDenied
exfil_67,s3:GetObject,
exfil_88,s3:GetObject,
user_117,ec2:DescribeInstances,
suspicious_36,ec2:DescribeInstances,
suspicious_9,s3:ListBucket,
exfil_188,s3:GetObject,
user_193,iam:GetUser,
exfil_33,s3:GetObject,
user_184,cloudwatch:GetMetricData,
exfil_29,s3:GetObject,
exfil_80,s3:GetObject,
user_161,s3:GetObject,None
user_36,ec2:DescribeSecurityGroups,None
suspicious_32,ec2:DescribeInstances,
exfil_173,s3:GetObject,
exfil_131,s3:GetObject,
user_296,s3:PutObject,
exfil_85,s3:GetObject,
user_95,s3:GetObject,None
user_2,cloudwatch:GetMetricData,
attacker_38,iam:DeleteUser,
user_170,rds:DescribeDBInstances,None
user_304,cloudwatch:GetMetricData,
user_231,iam:ListUsers,None
exfil_16,s3:GetObject,
user_158,logs:GetLogEvents,
user_135,cloudwatch:GetMetricData,
user_316,s3:PutObject,
user_21,ec2:DescribeInstances,
exfil_68,s3:GetObject,
user_287,cloudwatch:GetMetricData,
user_102,s3:ListBucket,None
user_374,ec2:DescribeSecurityGroups,
user_189,s3:ListBucket,
user_300,iam:GetUser,
user_268,cloudwatch:GetMetricData,
user_339,s3:GetObject,None
user_174,s3:PutObject,
exfil_31,s3:GetObject,
user_100,s3:PutObject,None
user_241,ec2:DescribeSecurityGroups,
exfil_78,s3:GetObject,
exfil_121,s3:GetObject,
user_138,rds:DescribeDBInstances,
user_157,s3:PutObject,
user_399,iam:ListUsers,
attacker_161,iam:CreateUser,AccessDenied
exfil_77,s3:GetObject,
user_32,ec2:DescribeSecurityGroups,
exfil_157,s3:GetObject,
exfil_40,s3:GetObject,
user_211,logs:GetLogEvents,
user_255,s3:PutObject,
exfil_35,s3:GetObject,
exfil_72,s3:GetObject,
user_220,cloudwatch:GetMetricData,
exfil_79,s3:GetObject,
attacker_80,iam:DeleteRole,
exfil_77,s3:GetObject,
exfil_162,s3:GetObject,
attacker_127,iam:DeleteUser,
exfil_52,s3:GetObject,
user_105,iam:ListUsers,
exfil_194,s3:GetObject,
user_395,s3:PutObject,None
exfil_46,s3:GetObject,
suspicious_16,s3:ListBucket,
user_195,cloudwatch:GetMetricData,
attacker_15,sts:AssumeRole,AccessDenied
exfil_90,s3:GetObject,
user_254,logs:GetLogEvents,None
user_374,ec2:DescribeInstances,
attacker_269,iam:AttachUserPolicy,AccessDenied
user_189,iam:ListUsers,
exfil_8,s3:GetObject,
attacker_156,sts:AssumeRole,AccessDenied
exfil_63,s3:GetObject,
user_253,s3:ListBucket,
exfil_177,s3:GetObject,
exfil_64,s3:GetObject,
attacker_182,iam:DeleteUser,
user_267,rds:DescribeDBInstances,
suspicious_71,iam:AttachUserPolicy,
exfil_17,s3:GetObject,
suspicious_66,iam:AttachUserPolicy,AccessDenied
user_133,ec2:DescribeInstances,
user_399,s3:PutObject,
user_50,ec2:DescribeSecurityGroups,
exfil_182,s3:GetObject,
exfil_187,s3:GetObject,
user_85,iam:GetUser,
exfil_156,s3:GetObject,
attacker_26,sts:AssumeRole,AccessDenied
user_238,ec2:DescribeSecurityGroups,
exfil_99,s3:GetObject,
exfil_128,s3:GetObject,
exfil_194,s3:GetObject,
exfil_45,s3:GetObject,
user_137,s3:PutObject,
exfil_90,s3:GetObject,
user_90,sts:GetCallerIdentity,
user_127,s3:ListBucket,
user_128,iam:GetUser,None
exfil_115,s3:GetObject,
suspicious_27,iam:CreateUser,AccessDenied
exfil_139,s3:GetObject,
attacker_155,iam:DeleteUser,
attacker_270,iam:DeleteRole,
attacker_62,iam:DeleteRole,
exfil_38,s3:GetObject,
exfil_196,s3:GetObject,
attacker_254,iam:DeleteRole,
exfil_81,s3:GetObject,
exfil_78,s3:GetObject,
user_311,s3:PutObject,None
user_78,s3:GetObject,
exfil_85,s3:GetObject,
attacker_104,iam:AttachUserPolicy,AccessDenied
user_157,logs:GetLogEvents,
exfil_95,s3:GetObject,
user_187,rds:DescribeDBInstances,None
user_243,iam:GetUser,
exfil_194,s3:GetObject,
exfil_26,s3:GetObject,
suspicious_75,iam:PutUserPolicy,
user_238,s3:PutObject,
exfil_15,s3:GetObject,
exfil_152,s3:GetObject,
attacker_280,s3:DeleteObject,
attacker_137,iam:AttachUserPolicy,AccessDenied
attacker_212,iam:CreateUser,AccessDenied
user_162,lambda:ListFunctions,None
exfil_31,s3:GetObject,
exfil_167,s3:GetObject,
exfil_31,s3:GetObject,
user_69,cloudwatch:GetMetricData,
user_232,lambda:ListFunctions,
exfil_11,s3:GetObject,
user_115,rds:DescribeDBInstances,
user_152,cloudwatch:GetMetricData,
exfil_68,s3:GetObject,
user_347,ec2:DescribeSecurityGroups,
exfil_179,s3:GetObject,
user_325,rds:DescribeDBInstances,
user_288,s3:GetObject,
user_141,cloudwatch:GetMetricData,
exfil_175,s3:GetObject,
user_209,iam:ListUsers,None
user_137,sts:GetCallerIdentity,None
user_266,cloudwatch:GetMetricData,
attacker_162,iam:CreateUser,AccessDenied
user_165,iam:ListUsers,None
user_77,iam:ListUsers,
user_364,logs:GetLogEvents,
